title,,,
Albela,,,
Lagaan: Once Upon a Time in India,,,
Meri Biwi Ka Jawab Nahin,,,
Hum Tumhare Hain Sanam,,,
One 2 Ka 4,,,
Devdas,,,
Aap Mujhe Achche Lagne Lage,,,
Kabhi Khushi Kabhie Gham...,,,
Na Tum Jaano Na Hum,,,
Yaadein...,,,
Zubeidaa,,,
Chori Chori Chupke Chupke,,,
Main Prem Ki Diwani Hoon,,,
Officer,,,
Chandni Bar,,,
Kuch Khatti Kuch Meethi,,,
Censor,,,
Farz,,,
Mujhe Meri Biwi Se Bachaao,,,
Mujhse Dosti Karoge!,,,
Daman: A Victim of Marital Violence,,,
Aashiq,,,
Dil Ne Phir Yaad Kiya,,,
Pyaar Diwana Hota Hai,,,
Grahan,,,
Rahul,,,
Ajnabee,,,
Jodi No.1,,,
Chhupa Rustam: A Musical Thriller,,,
The Guru,,,
Pyaar Tune Kya Kiya...,,,
Bas Itna Sa Khwaab Hai...,,,
Gadar: Ek Prem Katha,,,
Mujhe Kucch Kehna Hai,,,
Paagalpan,,,
Love Ke Liye Kuch Bhi Karega,,,
Uljhan,,,
Aks,,,
Tum Bin...: Love Will Find a Way,,,
Nayak: The Real Hero,,,
Dil Chahta Hai,,,
Hum Ho Gaye Aap Ke,,,
Yeh Raaste Hain Pyaar Ke,,,
Lajja,,,
Kaante,,,
Shirdi Sai Baba,,,
Bollywood Bound,,,
Company,,,
Ittefaq,,,
Yeh Teraa Ghar Yeh Meraa Ghar,,,
Yeh Zindagi Ka Safar,,,
Rehnaa Hai Terre Dil Mein,,,
Indian,,,
Deewaanapan,,,
Moksha: Salvation,,,
Tera Mera Saath Rahen,,,
Ehsaas: The Feeling,,,
Veer Savarkar,,,
Aamdani Atthanni Kharcha Rupaiya,,,
Pitaah,,,
Aankhen,,,
Koi Mere Dil Se Poochhe,,,
Style,,,
Maa Tujhhe Salaam,,,
Yeh Dil Aashiqanaa,,,
Filhaal...,,,
Haan Maine Bhi Pyaar Kiya,,,
Yeh Mohabbat Hai,,,
Tumko Na Bhool Paayenge,,,
Kranti,,,
Escape from Taliban,,,
Kya Yehi Pyaar Hai,,,
Kitne Door... Kitne Paas,,,
Vadh,,,
16-Dec,,,
Dum,,,
Durga,,,
Humko Tumse Pyaar Hai,,,
Road,,,
Angaar: The Fire,,,
Ansh: The Deadly Part,,,
Lal Salaam,,,
Yeh Kaisi Mohabbat,,,
Kasam,,,
Awara Paagal Deewana,,,
The Legend of Bhagat Singh,,,
Ab Ke Baras,,,
